seq_algoritmo,seq_total,seq_outros,2_algoritmo,2_total,2_outros,3_algoritmo,3_total,3_outros,4_algoritmo,4_total,4_outros,5_algoritmo,5_total,5_outros
0.00000677,0.00014028,0.00013351,0.00054760,0.00074000,0.00019240,0.00057717,0.00071462,0.00013745,0.00125959,0.00177917,0.00051958,0.00082663,0.00100069,0.00017406
0.00000674,0.00017184,0.00016510,0.00055498,0.00075302,0.00019804,0.00255042,0.00273175,0.00018133,0.00099478,0.00117211,0.00017733,0.00099772,0.00118292,0.00018520
0.00001726,0.00018188,0.00016462,0.00051499,0.00071719,0.00020220,0.00070636,0.00085412,0.00014776,0.00066722,0.00085262,0.00018540,0.00108292,0.00127974,0.00019682
0.00000667,0.00016104,0.00015437,0.00047912,0.00067261,0.00019349,0.00071182,0.00093870,0.00022688,0.00075801,0.00096661,0.00020860,0.00103561,0.00124058,0.00020497
0.00000698,0.00017799,0.00017101,0.00052288,0.00072585,0.00020297,0.00052610,0.00072274,0.00019664,0.00128995,0.00148699,0.00019704,0.00092131,0.00111283,0.00019152
0.00000648,0.00017250,0.00016602,0.00048428,0.00064725,0.00016297,0.00056745,0.00072698,0.00015953,0.00082977,0.00105669,0.00022692,0.00100569,0.00118355,0.00017786
0.00000664,0.00014306,0.00013642,0.00065979,0.00086447,0.00020468,0.00085429,0.00104346,0.00018917,0.00074117,0.00092771,0.00018654,0.00163857,0.00182670,0.00018813
0.00000707,0.00014045,0.00013338,0.00111804,0.00142841,0.00031037,0.00060747,0.00080176,0.00019429,0.00071148,0.00088916,0.00017768,0.00242972,0.00264489,0.00021517
0.00000655,0.00013842,0.00013187,0.00057903,0.00080749,0.00022846,0.00068109,0.00083148,0.00015039,0.00073401,0.00092671,0.00019270,0.00106740,0.00126887,0.00020147
0.00000646,0.00013438,0.00012792,0.00047861,0.00066307,0.00018446,0.00069566,0.00083934,0.00014368,0.00119000,0.00138712,0.00019712,0.00098362,0.00114837,0.00016475
0.00000648,0.00014099,0.00013451,0.00049479,0.00066229,0.00016750,0.00065789,0.00080006,0.00014217,0.00075552,0.00093344,0.00017792,0.00099548,0.00116380,0.00016832
0.00000702,0.00016019,0.00015317,0.00042154,0.00056160,0.00014006,0.00059146,0.00073904,0.00014758,0.00072883,0.00090231,0.00017348,0.00137545,0.00158956,0.00021411
0.00000702,0.00017693,0.00016991,0.00047370,0.00062839,0.00015469,0.00080123,0.00096621,0.00016498,0.00081733,0.00100306,0.00018573,0.00090993,0.00107785,0.00016792
0.00001191,0.00034725,0.00033534,0.00061852,0.00080818,0.00018966,0.00061362,0.00082349,0.00020987,0.00072334,0.00088059,0.00015725,0.00094800,0.00110481,0.00015681
0.00000715,0.00018707,0.00017992,0.00072261,0.00095498,0.00023237,0.00071727,0.00087288,0.00015561,0.00071315,0.00086825,0.00015510,0.00090463,0.00104302,0.00013839
0.00000613,0.00013048,0.00012435,0.00063211,0.00082780,0.00019569,0.00060023,0.00075643,0.00015620,0.00090056,0.00112300,0.00022244,0.00072772,0.00089060,0.00016288
0.00000599,0.00013026,0.00012427,0.00056450,0.00075408,0.00018958,0.00059182,0.00076387,0.00017205,0.00076632,0.00096338,0.00019706,0.00082953,0.00097917,0.00014964
0.00000603,0.00014988,0.00014385,0.00069761,0.00088087,0.00018326,0.00063660,0.00082667,0.00019007,0.00077136,0.00095066,0.00017930,0.00090229,0.00108513,0.00018284
0.00000627,0.00015863,0.00015236,0.00062093,0.00080669,0.00018576,0.00063503,0.00082407,0.00018904,0.00075108,0.00091227,0.00016119,0.00094988,0.00112040,0.00017052
0.00000615,0.00015244,0.00014629,0.00069945,0.00086909,0.00016964,0.00065897,0.00086104,0.00020207,0.00071353,0.00092319,0.00020966,0.00094024,0.00111043,0.00017019
0.00000611,0.00016332,0.00015721,0.00050419,0.00068990,0.00018571,0.00090985,0.00109088,0.00018103,0.00080476,0.00098349,0.00017873,0.00135924,0.00155928,0.00020004
0.00000675,0.00016371,0.00015696,0.00050008,0.00068939,0.00018931,0.00062361,0.00081933,0.00019572,0.00087557,0.00107205,0.00019648,0.00549182,0.00575336,0.00026154
0.00000637,0.00015881,0.00015244,0.00066672,0.00087596,0.00020924,0.00065997,0.00080975,0.00014978,0.00062865,0.00078577,0.00015712,0.00140094,0.00160126,0.00020032
0.00000643,0.00016049,0.00015406,0.00055017,0.00072516,0.00017499,0.00083815,0.00102456,0.00018641,0.00064200,0.00082515,0.00018315,0.00096517,0.00115341,0.00018824
0.00000654,0.00017114,0.00016460,0.00073895,0.00091239,0.00017344,0.00060268,0.00076630,0.00016362,0.00064488,0.00080959,0.00016471,0.00095196,0.00111784,0.00016588
0.00000638,0.00016000,0.00015362,0.00072566,0.00091311,0.00018745,0.00069187,0.00088867,0.00019680,0.00080550,0.00100309,0.00019759,0.00091263,0.00106856,0.00015593
0.00000613,0.00015530,0.00014917,0.00054742,0.00074177,0.00019435,0.00076507,0.00096652,0.00020145,0.00083295,0.00102105,0.00018810,0.00090295,0.00108744,0.00018449
